nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel metepec plaza,hotelera burgas sa de cv,hoteles con otros servicios integrados,11 a 30 personas,carretera,toluca-metepec,privada,ninguno,privada,cerrada de uniroyal,calle,zitacuaro,,,,,colonia,la michoacana,,,,mexico                      ,metepec,san jorge pueblo nuevo,1097,7222324295,metepecplaza@prodigy.net.mx,,fijo,2010-07,6357088,721111,1.0,,52140.0,15,54,38,6,19.25167366,-99.61557641
hotel mexico,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,hidalgo,avenida,aldama,avenida,del trabajo,calle,revolucion,,,,,colonia,centro,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,0406,,,,fijo,2010-07,6355596,721112,3.0,,54000.0,15,104,1,29,19.53917809,-99.19465674
hotel microtel inn and suites toluca,deutsche bank mexico sa ibm,hoteles con otros servicios integrados,31 a 50 personas,otro (especifique),miguel aleman,,,,,,,,,,,colonia,reforma,,,,mexico                      ,toluca,san pedro totoltepec,0414,017222756660,,,fijo,2019-04,6876758,721111,125.0,,52100.0,15,106,84,9,19.29640301,-99.55856985
hotel miled,operadora hotelera puma sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,paseo tollocan,,ninguno,avenida,miguel hidalgo,calle,heroe de nacozari,,,,,colonia,reforma y ferrocarriles nacionales,,,,mexico                      ,toluca,toluca de lerdo,0415,,,,fijo,2010-07,6356077,721112,1333.0,,50070.0,15,106,1,40,19.28852116,-99.63133116
hotel miled gomez farias,operadora hotelera puma sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,valentin gomez farias,calle,nezahualcoyotl,calle,isabel la catolica,ninguno,ninguno,,,,,colonia,san sebastian,,,,mexico                      ,toluca,toluca de lerdo,0504,no tiene,miledcontabilidad@gmail.com,www.miled.com,fijo,2010-07,6356311,721112,708.0,,50090.0,15,106,1,30,19.2856026,-99.64384544
hotel miled los cedros,operadora hotelera puma sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,miguel hidalgo,calle,isabel la catolica,calle,j. maria gonzalez arratia,calle,primero de mayo,,,,,colonia,reforma y ferrocarriles nacionales,,,,mexico                      ,toluca,toluca de lerdo,0468,no tiene,miledcontabilidad@gmail.com,www.miled.com,fijo,2010-07,6356309,721112,801.0,,50000.0,15,106,1,54,19.29005573,-99.64442976
hotel minas real de oro sa de cv,hotel minas real de oro sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,atlacomulco-el oro kilometro 29+500,calle,sebastian lerdo de tejada,privada,ninguno,calle,iturbide,sn,,,,colonia,centro,,,,mexico                      ,el oro,el oro de hidalgo,0095,7111250559,real_del_oro@live.com.mx,,fijo,2014-12,6266448,721111,,,50600.0,15,64,1,37,19.80718926,-100.12738943
hotel minero,,hoteles con otros servicios integrados,0 a 5 personas,calle,melchor ocampo,calle,filemon fuentes,calle,morelos,calle,ninguno,,,,,colonia,centro,,,,mexico                      ,zacualpan,zacualpan,0090,7211476136,,,fijo,2010-07,6266830,721111,3.0,,52800.0,15,117,1,23,18.71959412,-99.77598835
hotel minero ex hacienda de xala,sindicato nacional de trabajadores mineros metalurgicos siderurgicos y similares de la republica mexicana,hoteles con otros servicios integrados,0 a 5 personas,otro (especifique),san miguel ometusco,,ninguno,,ninguno,,ninguno,sn,,,,pueblo,xala,,,,mexico                      ,axapusco,xala,012a,,,,fijo,2010-07,6265772,721111,,,55963.0,15,16,19,70,19.76046455,-98.6509574
hotel mision toreo centro de convenciones,"chautlaza, s.a. de c.v.",hoteles con otros servicios integrados,51 a 100 personas,calle,san luis tlatilco,avenida,las torres,avenida,adolfo lopez mateos,avenida,doctor gustavo baz,,,,,colonia,parque industrial naucalpan,,,,mexico                      ,naucalpan de juarez,naucalpan de juarez,153a,5552091770,finanzascorp@hotelesmision.com.mx,www.hotelesmision.com.mx,fijo,2016-01,6725848,721111,2.0,,53370.0,15,57,1,23,19.46627751,-99.23929884
hotel mision valle de bravo,sancoman sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,fontana brava,calle,fontana cuca,terraceria,a toluca,calle,ruta del bosque,sn,,,,hacienda,avandaro,,,,mexico                      ,valle de bravo,valle de bravo,0206,,,,fijo,2011-03,6355659,721111,,,51200.0,15,110,1,18,19.171162,-100.1129157
hotel monarca,,hoteles con otros servicios integrados,0 a 5 personas,avenida,isidro fabela norte,callejon,leona vicario,calle,jose maria morelos oriente,calle,vicente guerrero,,,,,colonia,centro,,,,mexico                      ,atlacomulco,atlacomulco de fabela,0341,7121248351,fanysa73@yahoo.com.mx,,fijo,2010-07,2509878,721111,10.0,,50450.0,15,14,1,19,19.80041035,-99.87378855
hotel montana,,hoteles con otros servicios integrados,0 a 5 personas,calle,carretera a coatepec,calle,ninguno,calle,ninguno,calle,ninguno,km,,,,colonia,linda vista,,,km 1,mexico                      ,ixtapan de la sal,ixtapan de la sal,0055,7211433241,hotel.montanaixtapan@hotmail.com,,fijo,2010-07,6355432,721111,1.0,,51900.0,15,40,1,9,18.83517647,-99.68220483
hotel monte blanco,,hoteles sin otros servicios integrados,0 a 5 personas,calle,monte blanco,calle,5 de mayo,calle,montes altai,calle,montes urales,,,,,colonia,valle don camilo,,,,mexico                      ,toluca,toluca de lerdo,2430,,,,fijo,2010-07,6266461,721112,100.0,,50150.0,15,106,1,21,19.27471088,-99.63488578
hotel montecarlo,hotel montecarlo restaurant bar sa,hoteles sin otros servicios integrados,11 a 30 personas,calle,via jose lopez portillo,,ninguno,avenida,miguel hidalgo,calle,primavera,,,,,colonia,colonia san lorenzo tetlixtac,,,,mexico                      ,coacalco de berriozabal,san francisco coacalco,0211,,,,fijo,2010-07,6265328,721112,112.0,,55720.0,15,20,1,5,19.62819238,-99.08266391
hotel morgan,,hoteles sin otros servicios integrados,0 a 5 personas,calle,5 de mayo,calle,aldama,,ninguno,calle,ignacio allende,,,,,barrio,santa ana,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0106,,,,fijo,2010-07,6355710,721112,20.0,,51900.0,15,40,1,7,18.84695206,-99.67743902
hotel motel casa blanca sa de cv,hotel motel casa blanca sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,cuauhtemoc,avenida,serafin hernandez,,cuauhtemoc,peatonal,16 de septiembre,sn,,,,colonia,zoquiapan,,,,mexico                      ,ixtapaluca,ixtapaluca,0745,,,,fijo,2010-07,6349723,721112,,,56530.0,15,39,1,13,19.31606791,-98.87406234
hotel naucalli,inmobiliaria megume sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,central,calle,las torres,calle,carrizal,calle,san lorenzo,,hotel,,,colonia,lomas de san agustin,hoteles,sin nombre,0,mexico                      ,naucalpan de juarez,naucalpan de juarez,1525,,,,fijo,2014-12,6349069,721112,16.0,,53490.0,15,57,1,20,19.46128419,-99.25317054
hotel neza,hotel neza sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,35,calle,avenida 3,avenida,francisco villa,calle,34,72 74,,,,colonia,campestre guadalupana,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0149,5557106306,hnezagerente@hotmail.com,,fijo,2010-07,6349630,721111,70.0,,57120.0,15,58,1,12,19.48145646,-99.05166943
hotel neza park,constructora avia sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,sor juana ines de la cruz,avenida,flamingos,calle,escalerillas,calle,palacio de iturbide,,,,,colonia,metropolitana segunda seccion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1274,,,,fijo,2010-07,6265822,721112,180.0,,57740.0,15,58,1,19,19.39179273,-99.02243095
hotel oasis,,hoteles con otros servicios integrados,0 a 5 personas,avenida,benito juarez,calle,sor juana ines de la cruz,privada,ninguno,calle,la ribera,,,,,colonia,centro,,,,mexico                      ,huehuetoca,huehuetoca,0036,555939183133,oscarsohuerta@gmail.com,,fijo,2010-07,6355468,721111,39.0,,54680.0,15,35,1,7,19.83426078,-99.20492332
hotel ojuelos,,hoteles sin otros servicios integrados,0 a 5 personas,calle,licenciado adolfo lopez mateos,calle,esmeralda,calle,ramon g.,,diamante,,,,,colonia,ojuelos,,,,mexico                      ,zinacantepec,san luis mextepec,0810,,,,fijo,2010-07,6355804,721112,104.0,,51355.0,15,118,60,21,19.28992139,-99.70322529
hotel olimar,,hoteles sin otros servicios integrados,0 a 5 personas,calle,constituyentes,calle,ignacio zaragoza,calle,manuel aldama,calle,manuel aldama,sn,,,,colonia,guadalupe yancuictlalpan,,,,mexico                      ,tianguistenco,santiago tianguistenco de galeana,0156,,,,fijo,2010-07,6355275,721112,,,52600.0,15,101,1,16,19.17979568,-99.45833656
hotel oliver inn bussines class,fantasia suites sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,morelos,privada,morelos,calle,ninguno,calle,ninguno,sn,,,,colonia,san antonio el llanito,,,,mexico                      ,ocoyoacac,san antonio el llanito,0103,7282822828,administracon@hotelesoliverinn.com.mx,www.hoteloliverinn.com,fijo,2010-07,6354525,721111,,,52740.0,15,62,11,11,19.28288419,-99.49724363
hotel ollin teotl,servicios especiales ollin sc,hoteles sin otros servicios integrados,0 a 5 personas,calle,atetelco,calle,capulin,avenida,piramides,avenida,la palma,,,,,colonia,barrio de purificacion,,,,mexico                      ,teotihuacan,teotihuacan de arista,0210,,,,fijo,2010-07,6265663,721112,14.0,,55812.0,15,92,1,15,19.68793508,-98.8614246
hotel one cuautitlan,fideicomiso f/1596 ,hoteles con otros servicios integrados,11 a 30 personas,avenida,paseo de las haciendas,avenida,jorge jimenez cantu,avenida,chalma,privada,constitucion,,,,,colonia,jardines de la hacienda,,,,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,1316,015550004500,,www.fibrahotel.com,fijo,2017-11,6801505,721111,1.0,,54700.0,15,121,1,1,19.67154621,-99.20546819
hotel one toluca aeropuerto,fideicomiso f/1596 ,hoteles con otros servicios integrados,11 a 30 personas,boulevard,aeropuerto miguel aleman,,san felipe,,dalias,,aeropuerto miguel aleman,,,,,colonia,san pedro totoltepec,,,,mexico                      ,toluca,san pedro totoltepec,4600,7222760480,,www.fibrahotel.com,fijo,2019-04,6867856,721111,5.0,,50226.0,15,106,84,10,19.31352207,-99.56280747
hotel oriente,callari sa de cv,hoteles con otros servicios integrados,6 a 10 personas,avenida,adolfo lopez mateos,calle,indio triste,avenida,texcoco,calle,calle del caballito,,,,sn,colonia,metropolitana segunda seccion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1240,5557658758,a-dg@g-real.net,,fijo,2010-07,6349668,721111,33.0,,57740.0,15,58,1,16,19.3911879,-99.03372029
hotel pacifico,promociones turisticas castro estevez maurino sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,paseo presidente adolfo lopez mateos,calle,20 de noviembre,terraceria,emiliano zapata,calle,adolfo lopez mateos,,,,,colonia,san luis mextepec,,,,mexico                      ,zinacantepec,san luis mextepec,0793,,,,fijo,2010-07,6355765,721112,318.0,,51355.0,15,118,60,9,19.29401825,-99.72441069
hotel pacorro,,hoteles sin otros servicios integrados,0 a 5 personas,calle,ayuntamiento,calle,plaza hidalgo,calle,2 de abril,avenida,benito juarez,,,,,colonia,centro,hoteles,pacorro,32,mexico                      ,huehuetoca,huehuetoca,0036,,,,fijo,2010-07,6355469,721112,32.0,,54680.0,15,35,1,34,19.83339195,-99.20424159
hotel palacio,compa&ia hotelera neza sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,chimalhuacan,avenida,carmelo perez,calle,marieta,calle,cama de piedra,,,,sn,colonia,benito juarez,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0844,5557310002,ciahoteleraneza@gmail.com,,fijo,2010-07,6265828,721111,521.0,,57000.0,15,58,1,10,19.39750902,-98.99792929
hotel palacio,,hoteles sin otros servicios integrados,6 a 10 personas,calle,nigromante,calle,melchor ocampo,calle,pedro ascencio,calle,aquiles serdan,,,,,colonia,la merced y alameda,,,,mexico                      ,toluca,toluca de lerdo,0453,,,,fijo,2010-07,6354552,721112,300.0,,50080.0,15,106,1,33,19.29103363,-99.66012691
hotel paleis,,hoteles sin otros servicios integrados,6 a 10 personas,calle,soledad,calle,s. hipolito,calle,los remedios,cerrada,de los remedios,sn,,,,colonia,tecamac de felipe villanueva,,,,mexico                      ,tecamac,tecamac de felipe villanueva,0310,,,,fijo,2014-12,2263464,721112,,,55740.0,15,81,1,1,19.71539787,-98.9684082
hotel palmar,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,vicente guerrero,avenida,ignacio lopez rayon,calle,sanchez colin,calle,nicolas bravo,,,,,colonia,magisterio,,,,mexico                      ,amatepec,palmar chico,0166,,,,fijo,2010-07,6355742,721112,60.0,,51530.0,15,8,27,14,18.691506,-100.36798617
hotel paloma exeli,,hoteles con otros servicios integrados,0 a 5 personas,boulevard,narciso bassols (carretera tenango-toluca),calle,bugambilias,calle,ninguno,calle,clavel,,,,,colonia,parque industrial,,,,mexico                      ,tenango del valle,tenango de arista,0146,7171041250,,,fijo,2014-12,6266628,721111,21.0,,52303.0,15,90,1,16,19.11966803,-99.59143743
hotel parador san esteban,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,isidro fabela norte,avenida,privada manuel del mazo,calle,alfredo del mazo poniente,avenida,juan n. resendiz,b,,,,colonia,centro,,,,mexico                      ,atlacomulco,atlacomulco de fabela,0322,,,,fijo,2010-07,6355767,721112,23.0,,50450.0,15,14,1,37,19.80309399,-99.87339413
hotel paraiso,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,16 de septiembre,,ninguno,calle,doctor gustavo baz,calle,leona vicario,sn,,,,barrio,san juan,,,,mexico                      ,xalatlaco,xalatlaco,0080,,,,fijo,2014-12,2455275,721112,,,52680.0,15,43,1,14,19.17764661,-99.41457393
hotel paraiso,,hoteles sin otros servicios integrados,0 a 5 personas,calle,centro ceremonial,calle,aquiles serdan,,ninguno,calle,nezahualcoyotl,sn,,,,aeropuerto,barrio tlaltenango abajo,,,,mexico                      ,temoaya,temoaya,0070,,,,fijo,2010-07,6266319,721112,,,50850.0,15,87,1,39,19.46686562,-99.5899391
hotel paraiso,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,hidalgo,avenida,nicolas romero,,ninguno,calle,matamoros,,,,,barrio,tlatilco,,,,mexico                      ,teoloyucan,teoloyucan,0196,,,,fijo,2010-07,6348170,721112,31.0,,54770.0,15,91,1,5,19.74556628,-99.18055114
hotel paraiso sa,hotel paraiso sa,hoteles sin otros servicios integrados,11 a 30 personas,carretera,lopez portillo,carretera,primera de la cruz,calle,zapote,cerrada,tercera de la cruz,sn,,,,colonia,san mateo cuautepec,,,,mexico                      ,tultitlan,fuentes del valle,0667,,,,fijo,2010-07,6346784,721112,,,54948.0,15,109,68,6,19.62635158,-99.14586327
hotel paris,inmobiliaria aselva sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,mariano matamoros,cerrada,mariano matamoros,avenida,morelos,avenida,eje 3 (avenida honorable ayuntamiento),,,,,colonia,san pablo de las salinas,,,,mexico                      ,tultitlan,san pablo de las salinas,0281,5558985679,,,fijo,2014-12,2271880,721111,35.0,,54930.0,15,109,25,16,19.66235906,-99.09109919
hotel paris,,hoteles sin otros servicios integrados,0 a 5 personas,calle,leona vicario,calle,miguel hidalgo,calle,primero de mayo,calle,josefa ortiz de dominguez,,,,,colonia,santa clara,,,,mexico                      ,toluca,toluca de lerdo,0398,,,,fijo,2010-07,6420456,721112,101.0,,50090.0,15,106,1,16,19.29018498,-99.64593978
hotel parque comercial satelite,hotel plaza satelite sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,boulevard manuel avila camacho,calle,hidalgo,calle,francisco i. madero,calle,20 de noviembre,,,,sn,colonia,san lucas tepetlacalco,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,0745,5553983466,facturas@hotelparquesatelite.com,www.hotelparquesatelite.com,fijo,2010-07,6266140,721111,1998.0,,54050.0,15,104,1,3,19.5204601,-99.22978993
hotel parque escondido,,hoteles sin otros servicios integrados,0 a 5 personas,calle,abasolo,,ninguno,calzada,de la y,carretera,hidalgo,sn,,,,colonia,guadalupe victoria,,,,mexico                      ,otzolotepec,colonia guadalupe victoria,0218,,,,fijo,2010-07,6266656,721112,,,52080.0,15,67,5,15,19.38941966,-99.57880669
hotel pasaje,,hoteles sin otros servicios integrados,6 a 10 personas,avenida,paseo tollocan,avenida,felipe berriozabal,calle,volcan de colima,avenida,isidro fabela,,,,,colonia,valle verde,,,,mexico                      ,toluca,toluca de lerdo,2125,,,,fijo,2010-07,6355655,721112,404.0,,50140.0,15,106,1,8,19.27909314,-99.64345522
hotel paseo,hotelera paseo del estado de mexico sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,puerto de mazatlan,calle,baja velocidad,calle,5 de febrero,calle,de la industria,sn,,,,colonia,san jeronimo chicahualco,,,,mexico                      ,metepec,san jeronimo chicahualco,0972,,,,fijo,2010-07,6355685,721112,,,52170.0,15,54,37,12,19.28661629,-99.58715146
hotel pasion,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,cuauhtemoc,avenida,norte 6,calle,norte 5,calle,poniente 10,sn,,,,colonia,concepcion,,,,mexico                      ,valle de chalco solidaridad,xico,0141,,,,fijo,2010-07,6265570,721112,,,56616.0,15,122,1,32,19.29065247,-98.95016522
hotel pegaso park,pegada hoteles sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,cuautitlan tlalnepantla,circuito,ninguno,calle,chimalhuacan,calle,teoloyucan,,,,,barrio,la concepcion,,,,mexico                      ,tultitlan,tultitlan de mariano escobedo,1805,5526200300,emier@pegada.com.mx,,fijo,2010-07,6348247,721111,70.0,,54900.0,15,109,1,46,19.64017378,-99.18469102
hotel piedra azul,servicio piedra azul sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,nezahualcoyotl,avenida,bordo de xochiaca,calle,clavel,calle,lirio,,,,,colonia,tamaulipas oriente,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,044a,,,,fijo,2010-07,6348083,721112,725.0,,57300.0,15,58,1,31,19.42273068,-99.02585337
hotel pilares,foxo sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,paseo del bosque,avenida,las palmas,calzada,miguel hidalgo,boulevard,lago,,,,,colonia,granjas lomas de guadalupe,,,,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,0430,,,,fijo,2010-07,6355492,721111,10.0,,54760.0,15,121,1,57,19.62814742,-99.23679212
hotel piramide,,hoteles con otros servicios integrados,0 a 5 personas,calle,nicolas bravo,calle,moctezuma,calle,ninguno,calle,carlos lazo,,,,,colonia,centro,,,,mexico                      ,polotitlan,polotitlan de la ilustracion,0047,4272660090,,,fijo,2010-07,6266696,721111,3.0,,54200.0,15,71,1,33,20.22504908,-99.81139345
hotel plaza aragon,hospedaje mexiquense sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,carlos hank gonzalez,avenida,santa rita,avenida,san felipe,calle,sur 98,,,,,ciudad,san agustin 3 seccion,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0703,,,,fijo,2010-07,6348159,721112,170.0,,55120.0,15,33,1,32,19.53163376,-99.02918194
hotel plaza ben,,hoteles sin otros servicios integrados,6 a 10 personas,calle,ixtapan de la sal-tonatico,calle,los angeles,,ninguno,,ninguno,kilometro 4.5,,,,aeropuerto,el salitre,,,,mexico                      ,ixtapan de la sal,el salitre,006a,,,,fijo,2010-07,6266652,721112,,,51900.0,15,40,13,17,18.81509026,-99.66944246
hotel plaza de oriente,plaza de oriente sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,cuauhtemoc,calle,segunda cuauhtemoc,calle,cuauhtemoc,calle,primavera,,,,sn,colonia,tlalpizahuac,,,,mexico                      ,ixtapaluca,ixtapaluca,0980,5559862034,plaza.oriente@hotmail.com,,fijo,2010-07,6348154,721111,4.0,,56560.0,15,39,1,25,19.33137286,-98.95065469
hotel plaza del sol,,hoteles con otros servicios integrados,0 a 5 personas,calle,toluca-chalma,calle,calle de enmedio,calle,calle del comercio,calle,calle del comercio,sn,,,,barrio,san juan,,,,mexico                      ,malinalco,malinalco,0056,7141471582,hotel_plaza-.delsol@hotmail.com,www.plazadelsolmalinalco.com,fijo,2010-07,6355113,721111,,,52440.0,15,52,1,26,18.95530391,-99.49439225
hotel plaza del sur,,hoteles sin otros servicios integrados,0 a 5 personas,calle,luis delgado,calle,ninos heroes,calle,emiliano zapata,calle,benito juarez,,,,,colonia,centro,,,,mexico                      ,amatepec,palmar chico,0151,,,,fijo,2010-07,6355544,721112,1.0,,51500.0,15,8,27,21,18.69681094,-100.36905461
hotel plaza florencia,plaza florencia sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,cuauhtemoc,carretera,federal mexico cuautla,boulevard,boulevard de los colorines,calle,ninguno,,,,,colonia,granjas chalco,,,,mexico                      ,chalco,chalco de diaz covarrubias,1216,5559752802,contacto@plazaflorenciachalco.com.mx,,fijo,2010-07,6347286,721111,1.0,,56600.0,15,25,1,63,19.25429955,-98.8840402
hotel plaza juarez,,hoteles con otros servicios integrados,0 a 5 personas,calle,ignacio zaragoza,calle,zaragoza,calle,federico gomez,calle,primera federico gomez,sn,,,,barrio,segunda seccion,,,,mexico                      ,zumpango,zumpango de ocampo,0058,015919170371,,,fijo,2010-07,6349220,721111,,,55600.0,15,120,1,38,19.79983623,-99.10079557
hotel plaza morelos,masspal group sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,aquiles serdan,calle,5 de febrero,calle,pedro ascencio,calle,nigromante,,,,,colonia,la merced,,,,mexico                      ,toluca,toluca de lerdo,0453,7222159200,hotelplazamorelos@yahoo.com.mx,,fijo,2010-07,6356080,721111,115.0,,50000.0,15,106,1,28,19.29177435,-99.65956256
hotel plaza real,grupo mufeso sa de cv,hoteles con otros servicios integrados,11 a 30 personas,carretera,autopista mexico queretaro km 37.5,calle,mexico-queretaro,avenida,andre marie ampere,calle,guillermo gonzalez camarena,sn,,,,parque industrial,parque industrial cuamatla,,,37.5,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,0267,5558700696,hotelplazareal14@hotmail.com,www.hotelplazareal.com,fijo,2010-07,6265329,721111,,,54730.0,15,121,1,4,19.66311919,-99.19859801
hotel posada,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,benito juarez,avenida,sor juana ines de la cruz,calle,constituyentes,calle,aldama,sn,,,,colonia,centro,,,,mexico                      ,huehuetoca,huehuetoca,0036,,,,fijo,2010-07,6266530,721112,,,54680.0,15,35,1,6,19.83286095,-99.20482074
hotel posada,,hoteles sin otros servicios integrados,0 a 5 personas,calle,primero de mayo,,ninguno,,ninguno,calle,alamo,sn,,,,colonia,el gavillero,,,,mexico                      ,nicolas romero,ciudad nicolas romero,0359,,,,fijo,2010-07,6266454,721112,,,54400.0,15,60,1,14,19.62410589,-99.33404653
hotel posada,,hoteles sin otros servicios integrados,0 a 5 personas,calle,manzanillo,calle,legislatura,,puebla,,ninguno,sn,,,,barrio,santiago,,,,mexico                      ,tepotzotlan,ejido de coyotepec,0443,,,,fijo,2010-07,6265503,721112,,,54600.0,15,95,74,18,19.7716175,-99.21972052
hotel posada colonial,,hoteles sin otros servicios integrados,6 a 10 personas,calle,puebla,calle,jose lopez portillo,boulevard,cuauhtemoc poniente,calle,villa hermosa,,,,,colonia,la bomba,,,,mexico                      ,chalco,chalco de diaz covarrubias,1292,,,,fijo,2010-07,6347515,721112,1.0,,56600.0,15,25,1,6,19.2732379,-98.88775327
hotel posada del caracol,hotel posada del caracol,hoteles con otros servicios integrados,0 a 5 personas,calle,calle del coliseo,calle,don nicolas bravo,calle,calle de tres arboles,calle,miguel hidalgo,,,,,colonia,centro,,,,mexico                      ,valle de bravo,valle de bravo,0066,,,,fijo,2014-12,6266429,721111,101.0,,51200.0,15,110,1,13,19.19264886,-100.13246027
hotel posada familiar san francisco,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,zumpango,avenida,egodo,avenida,del lago,avenida,del lago,sn,,,,barrio,analco,,,,mexico                      ,teoloyucan,teoloyucan,004a,,,,fijo,2010-07,6265602,721112,,,54770.0,15,91,1,21,19.74972775,-99.17320594
hotel posada familiar san juan,,hoteles sin otros servicios integrados,0 a 5 personas,calle,jose maria morelos,calle,la palma,calle,jose vicente villada,calle,felipe de jesus chaparro,,,,,colonia,centro,,,,mexico                      ,temascalcingo,temascalcingo de jose maria velasco,0273,,,,fijo,2010-07,6266305,721112,2.0,,50400.0,15,85,1,14,19.91716849,-100.00434375
hotel posada la escuelita,,hoteles con otros servicios integrados,6 a 10 personas,privada,ninguno,calle,rio chiquito,calle,los olivos,calle,sauces,,,,,colonia,el cerrito,,,,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,0182,5558208197,pablolugo12@hotmail.com,,fijo,2014-12,2239469,721111,19.0,,54840.0,15,121,1,8,19.67224669,-99.19557149
hotel posada la estancia,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,insurgentes,avenida,de las torres,avenida,cumbres,,del cerrito,,,,,barrio,de texcacoa,,,,mexico                      ,tepotzotlan,tepotzotlan,0161,,,,fijo,2010-07,6353699,721112,31.0,,54605.0,15,95,1,3,19.71215183,-99.21131623
hotel posada obsesion,,hoteles sin otros servicios integrados,0 a 5 personas,calle,canteroco,calle,ignacio aldama,calle,de las flores,calle,abasolo,,,,,colonia,barrio de purificacion,,,,mexico                      ,teotihuacan,teotihuacan de arista,0206,,,,fijo,2010-07,6265662,721112,12.0,,55812.0,15,92,1,2,19.68736327,-98.86437525
hotel posada quetzalcalli,,hoteles con otros servicios integrados,6 a 10 personas,avenida,constitucion,calle,dalia,calle,ninguno,avenida,constitucion,a,,,sn,colonia,san sebastian,,,,mexico                      ,teotihuacan,san sebastian xolalpa,016a,5941016037,posadaquetzalcalli@hotmail.com,www.hotelquetzalcalli.com,fijo,2014-12,6265791,721111,8.0,,55840.0,15,92,20,18,19.67747999,-98.84921078
hotel posada real,,hoteles sin otros servicios integrados,0 a 5 personas,calle,melchor ocampo,calle,2 de abril,calle,doctor castaneda,,ninguno,,,,,colonia,centro,,,6,mexico                      ,zacualpan,zacualpan,0090,,,,fijo,2010-07,6355597,721112,6.0,,51800.0,15,117,1,11,18.7198281,-99.77607112
hotel posada reyna lume,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,avenida 1 (sor juana ines de la cruz) (mexico-puebla),carretera,oriente 1,avenida,alfredo del mazo,avenida,felipe angeles,sn,,,,colonia,independencia,,,,mexico                      ,valle de chalco solidaridad,xico,0688,,,,fijo,2010-07,6347334,721112,,,56617.0,15,122,1,35,19.3060865,-98.93812582
hotel posada san francisco,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,jose maria morelos,avenida,emiliano zapata,,ninguno,calle,ignacio manuel altamirano,,,,,colonia,san francisco tepojaco,,,,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,230a,,,,fijo,2010-07,6266542,721112,36.0,,54720.0,15,121,1,3,19.64762855,-99.24920047
