nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel la paloma,,hoteles sin otros servicios integrados,6 a 10 personas,calle,manuel orozco y berra,calle,insurgentes norte,calle,doctor enrique gonzalez martinez,calle,heroes ferrocarrileros,,,,,colonia,santa maria la ribera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0606,,,,fijo,2010-07,6325387,721112,187.0,,6400.0,9,15,1,10,19.44109352,-99.15592291
hotel la paz,gran hotel la paz sa,hoteles sin otros servicios integrados,6 a 10 personas,calle,mina,calle,1 poniente (guerrero),calle,heroes,calle,violeta,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0610,,,,fijo,2010-07,6259183,721112,141.0,,6300.0,9,15,1,3,19.43990186,-99.14813347
hotel la riviera,hotelera del centro sa,hoteles sin otros servicios integrados,31 a 50 personas,calle,juan aldama,calle,puente de alvarado,calle,zaragoza,calle,orozco y berra,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0714,,,,fijo,2010-07,6325235,721112,9.0,,6030.0,9,15,1,19,19.43950616,-99.15177866
hotel la rosa,,hoteles sin otros servicios integrados,11 a 30 personas,calle,eligio ancona,calle,nispero,calle,nogal,calle,sauce,,,,,colonia,santa maria la ribera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0466,,,,fijo,2010-07,6325222,721112,269.0,,6400.0,9,15,1,20,19.4535339,-99.16290026
hotel la selva,,hoteles sin otros servicios integrados,6 a 10 personas,peatonal,3 sur (calzada de chabacano),peatonal,juan de dios arias,calzada,san antonio abad,calle,gumersindo esquer,,,,,colonia,ampliacion asturias,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1500,,,,fijo,2010-07,6325028,721112,7.0,,6850.0,9,15,1,22,19.40802363,-99.13555851
hotel la toja,administradora de hoteles la libertad sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,libertad,calle,comonfort,calle,allende,calle,jaime nuno,,,,,colonia,ampliacion morelos,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0536,5555266335,,,fijo,2010-07,6325007,721111,60.0,,6200.0,9,15,1,10,19.44445534,-99.13628132
hotel la venta,inmobiliaria operadora de hoteles la venta sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,santiago,avenida,tizoc,calle,tomas vazquez,calle,ramon y cajal,,,,,colonia,san pedro iztacalco,,,,ciudad de mexico,iztacalco,iztacalco,0378,,,,fijo,2010-07,6324671,721111,261.0,,8220.0,9,6,1,10,19.39114769,-99.13153118
hotel la villa,,hoteles sin otros servicios integrados,6 a 10 personas,calzada,de guadalupe,calzada,moctezuma,calle,nezahualcoyotl,calle,aquiles serdan,,,,,colonia,aragon la villa,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1434,,,,fijo,2010-07,6324885,721112,677.0,,7000.0,9,5,1,14,19.48052701,-99.11866899
hotel laila,hoteles romano sa de cv,hoteles con otros servicios integrados,251 y mas personas,calle,rio lerma,calle,rio neva,calzada,manuel villalongin,calle,rio panuco,,,,anexo a,colonia,cuauhtemoc,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0926,5552427750,contraloria@lailahotels.com,www.laila.com,fijo,2010-07,6256944,721111,237.0,,6500.0,9,15,1,4,19.42691492,-99.17233523
hotel laredo,hospedajes nida,hoteles sin otros servicios integrados,0 a 5 personas,calle,republica de peru,calle,republica de brasil,calle,altuna,calle,republica de honduras,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0644,,,,fijo,2010-07,6325420,721112,72.0,,6010.0,9,15,1,1,19.43974342,-99.13455852
hotel las alcobas,oprem 390 sa de cv,hoteles con otros servicios integrados,51 a 100 personas,avenida,presidente masaryk,calle,ferrocarril de cuernavaca (ciclopista),calle,juan vazquez de la mella,avenida,emilio castelar,a,,,,colonia,polanco,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,075a,5533003900,rlechuga@lasalcobas,www.lasalcobas.com,fijo,2010-07,6257298,721111,390.0,,11560.0,9,16,1,10,19.43168842,-99.19780164
hotel las americas,inmuebles ano sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,magnolia,calle,lerdo,calle,galeana,calle,moctezuma,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0574,,,,fijo,2010-07,6325258,721112,61.0,,6300.0,9,15,1,13,19.44254175,-99.142657
hotel las americas,,hoteles sin otros servicios integrados,0 a 5 personas,calle,jose joaquin arriaga,calle,5 de febrero,calzada,san antonio abad,calle,manuel gutierrez najera,,,,,colonia,obrera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1159,,,,fijo,2010-07,6259176,721112,91.0,,6850.0,9,15,1,3,19.4156288,-99.1350086
hotel las bugambilias,hotel las bugambilias sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calzada,general ignacio zaragoza,calle,juan pablo ayala,calle,ninguno,calle,pablo garcia,,1316,,,colonia,juan escutia,,,,ciudad de mexico,iztapalapa,iztapalapa,0017,5570307310,fuen_cont@prodigy.net.mx,,fijo,2010-07,6307239,721111,1316.0,,9100.0,9,7,1,6,19.39703382,-99.05577086
hotel las glorias,promotora hotel las glorias sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,mar mediterraneo,calle,mar berhing,calle,mar caribe,avenida,ferrocarriles nacionales,,,,,colonia,tacuba,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0054,,,,fijo,2010-07,6259284,721112,76.0,,11410.0,9,16,1,5,19.45932571,-99.18415333
hotel las vegas,administradora hotelera las vegas sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,peatonal,1 oriente (anillo de circunvalacion),peatonal,carretones,calle,puente santo tomas,calle,santo tomas,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0979,,,,fijo,2010-07,6325048,721112,1023.0,,6090.0,9,15,1,14,19.42458281,-99.12590615
hotel lasa,hotel lasa sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,tlahuac,avenida,eje 8 sur (calzada ermita iztapalapa),calle,pastores,calle,antiguo camino a los reyes,,,,,colonia,santa isabel industrial,,,,ciudad de mexico,iztapalapa,iztapalapa,1208,,,,fijo,2010-07,6259094,721112,20.0,,9820.0,9,7,1,6,19.35526902,-99.10569341
hotel latino,inmobiliaria franca sa,hoteles con otros servicios integrados,6 a 10 personas,calle,nezahualcoyotl,calle,plaza flamingos,avenida,jose maria pino suarez,calle,plaza flamingos,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0964,5555223630,,,fijo,2010-07,6325272,721111,201.0,,6090.0,9,15,1,14,19.42489316,-99.13362421
hotel lavada,hotel lavada sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,avenida,insurgentes norte,avenida,fortuna eje 4 norte,calle,ricarte,privada,arequipa,,,,,colonia,lindavista,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1256,,,,fijo,2010-07,6325806,721112,1700.0,,7300.0,9,5,1,7,19.48394756,-99.1274984
hotel leon,,hoteles sin otros servicios integrados,0 a 5 personas,calle,laguna de terminos,calle,lago patzcuaro,calle,laguna guzman,calle,laguna san cristobal,,,,,colonia,anahuac,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0497,,,,fijo,2010-07,6259288,721112,536.0,,11320.0,9,16,1,12,19.44198034,-99.171288
hotel lepanto,omc gourmet sa de cv,hoteles con otros servicios integrados,31 a 50 personas,eje vial,1 poniente (guerrero),eje vial,1 norte (mosqueta),calle,degollado,calle,zaragoza,,,,,colonia,buenavista,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0610,5557030155,informes@hotellepanto.com,www.hotellepanto.com,fijo,2010-07,6257028,721111,90.0,,6300.0,9,15,1,1,19.44203836,-99.14831495
hotel lira,hotel lira sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,gobernador jose ceballos,calle,gobernador rafael rebollar,avenida,parque lira,calle,gobernador ignacio esteva,,,,,colonia,san miguel chapultepec,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,1160,,,,fijo,2010-07,6325379,721112,70.0,,11850.0,9,16,1,15,19.40985704,-99.18989484
hotel lirio,hotel lirio sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,transito,avenida,jose maria vigil,calle,martires de la conquista,calle,segunda cerrada jose maria vigil,,,,,colonia,tacubaya,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,1194,,,,fijo,2010-07,6325195,721112,4.0,,11870.0,9,16,1,5,19.40097811,-99.18655794
hotel lisboa,hotelera lisboa sa,hoteles con otros servicios integrados,31 a 50 personas,eje vial,1 poniente (avenida cuauhtemoc),calle,antonio m. anza,calle,coahuila,peatonal,1 poniente (avenida cuauhtemoc),,,,,colonia,roma norte,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1110,5555747088,hlisboa@prody.net.mx,www.hlisboa.com.mx,fijo,2010-07,6259211,721111,273.0,,6700.0,9,15,1,27,19.41202553,-99.15492462
hotel liverpool,hotelera rias barajas sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,eje vial,1 oriente (anillo de circunvalacion),eje vial,corregidora,calle,manzanares,calle,limon,,,,,colonia,merced centro,,,,ciudad de mexico,venustiano carranza,venustiano carranza,0579,,,,fijo,2010-07,6325185,721112,228.0,,15100.0,9,17,1,5,19.42998887,-99.12470498
hotel lord,hotel lord sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,doctor ildelfonso velasco,calle,claudio bernard,calle,doctor agustin andrade,calle,claudio bernard,,,,,colonia,doctores,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1036,5555885011,gerencia@lordhotel.com.mx,www.lordhotel.com.mx,fijo,2010-07,6325295,721111,17.0,,6720.0,9,15,1,22,19.41908597,-99.14541601
hotel los cabos,mazatlan y caleta sa,hoteles sin otros servicios integrados,11 a 30 personas,calzada,san juan de aragon eje 5 norte,calzada,puerto tampico,avenida,camino a san juan de aragon,calle,puerto veracruz,,,,,colonia,ampliacion casas aleman,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1909,,,,fijo,2010-07,6306586,721112,6.0,,7580.0,9,5,1,20,19.47514085,-99.08875148
hotel lua,inmobiliaria xeixido sa de cv,hoteles con otros servicios integrados,11 a 30 personas,circuito,interior (avenida patriotismo),calle,rubens,calle,holbein,continuacion,interior (avenida revolucion),,,,,colonia,san juan mixcoac,,,,ciudad de mexico,benito juarez,benito juarez,069a,5555111380,hotellua@hotmail.com,,fijo,2010-07,6317273,721111,686.0,,3730.0,9,14,1,6,19.3801655,-99.18516591
hotel macao,hotel macao sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,eje vial,central (lazaro cardenas),eje vial,fray servando teresa de mier,calle,chimalpopoca,calle,simon bolivar,,,,,colonia,obrera,,,56,ciudad de mexico,cuauhtemoc,cuauhtemoc,1040,,,,fijo,2010-07,6325042,721112,56.0,,6800.0,9,15,1,19,19.42371024,-99.14266796
hotel madero,,hoteles sin otros servicios integrados,6 a 10 personas,calle,fray juan de zumarraga,calle,juan bernardino,calle,5 de febrero,calle,garrido,,,,,colonia,guastavo a madero,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1434,,,,fijo,2010-07,6324886,721112,127.0,,7050.0,9,5,1,19,19.48251933,-99.11466239
hotel madrid,hotel madrid,hoteles con otros servicios integrados,0 a 5 personas,calle,jesus maria,calle,san pablo,avenida,fray servando teresa de mier,calle,topacio,,,,,aeropuerto,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0979,,,,fijo,2016-01,6695374,721111,15.0,,,9,15,1,2,19.4249659,-99.12895671
hotel maga,amsar sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,juan a. mateos,calle,vicente beristain,calle,francisco ayala,calle,rafael delgado,,,,,colonia,obrera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1407,,,,fijo,2010-07,6325027,721112,189.0,,6850.0,9,15,1,11,19.41021887,-99.13584647
hotel magnolia,,hoteles sin otros servicios integrados,0 a 5 personas,calle,magnolia,calle,riva palacio,peatonal,central lazaro cardenas,calle,pedro moreno,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,063a,,,,fijo,2010-07,6325044,721112,8.0,,6010.0,9,15,1,17,19.44204671,-99.14024464
hotel majestic,grupo hotelero majestic sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calle,francisco i. madero,calle,plaza de la constitucion,calle,palma,calle,16 de septiembre,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0771,5555218600,reservaciones@hotelmajesti.com.mx,www.hotelesmajestic.com.mx,fijo,2010-07,6256928,721111,73.0,,6000.0,9,15,1,5,19.43311504,-99.13434454
hotel mallorca,hotel mallorca sa,hoteles con otros servicios integrados,11 a 30 personas,calle,serapio rendon,calle,maestro antonio caso,calle,james sullivan,calle,miguel schultz,,,,,colonia,colonia san rafael,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0697,5555664833,gerencia@hmallorca.com.mx,www.hotelmallorca.com,fijo,2010-07,6257030,721111,119.0,,6470.0,9,15,1,13,19.43363114,-99.16081902
hotel managua,,hoteles sin otros servicios integrados,6 a 10 personas,calle,san fernando,calle,hidalgo,calle,san fernando,calle,heroes,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0610,,,,fijo,2010-07,6259184,721112,11.0,,6300.0,9,15,1,21,19.43864996,-99.14826368
hotel manalba,hotelera artes sa,hoteles con otros servicios integrados,51 a 100 personas,calle,maestro antonio caso,calle,vallarta,calle,ignacio ramirez,calle,vallarta,,,,sn,colonia,tabacalera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,070a,5555666066,gerencia@hotelmalba.com.mx,,fijo,2010-07,6325236,721111,23.0,,6030.0,9,15,1,10,19.43401102,-99.15521831
hotel manolete,operadora gadana sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,lerdo,calle,1 norte (mosqueta),calle,moctezuma,calle,soto,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0574,,,,fijo,2010-07,6325259,721112,60.0,,6300.0,9,15,1,5,19.44371481,-99.14271352
hotel manolo 1,inmobiliaria luis moya sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,luis moya,calle,marquez sterling,avenida,arcos de belen,calle,revillagigedo,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0875,,,,fijo,2010-07,6325285,721112,111.0,,6070.0,9,15,1,5,19.42786548,-99.14605835
hotel mansion havre,arrendamientos y asesorias tecnicas sa,hoteles sin otros servicios integrados,0 a 5 personas,calle,havre,calle,londres,calle,liverpool,calle,napoles,,,,,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0841,,,,fijo,2014-12,894465,721112,40.0,,6600.0,9,15,1,6,19.42653843,-99.16111687
hotel mar,ancarco sa,hoteles sin otros servicios integrados,6 a 10 personas,calle,nezahualcoyotl,calle,segundo callejon nezahualcoyotl,calle,isabel la catolica,avenida,jose maria izazaga,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0964,,,,fijo,2010-07,6325261,721112,88.0,,6000.0,9,15,1,1,19.42539059,-99.13782392
hotel marbella,hotel marbella sa,hoteles con otros servicios integrados,31 a 50 personas,calle,frontera,eje vial,2-a sur (san luis potosi),eje vial,1 poniente (avenida cuauhtemoc),calle,merida,,,,,colonia,roma norte,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1110,5552647620,reservaciones@hotelmarbellamexicom.com,www.hotelmarbellamexico.com,fijo,2010-07,6259166,721111,205.0,,6700.0,9,15,1,13,19.41481604,-99.15487379
hotel marconi,,hoteles sin otros servicios integrados,6 a 10 personas,calle,heroes,calle,san fernando,avenida,hidalgo,calle,sombrereros,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0610,,,,fijo,2010-07,6259186,721112,8.0,,6300.0,9,15,1,21,19.43816023,-99.14757646
hotel marena oficina mexico,hotel marena sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,homero,calle,suderman,calle,torcuato tasso,avenida,horacio,,7,,,colonia,chapultepec morales,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,068a,,,www.hotelesbuenaventura.com.mx,fijo,2011-03,6419623,721112,136.0,704.0,1157.0,9,16,1,16,19.43520693,-99.18386754
hotel maria cristina,lerma sa,hoteles con otros servicios integrados,51 a 100 personas,calle,rio lerma,calle,rio neva,calle,rio amazonas,calle,rio panuco,,,,,colonia,cuauhtemoc,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0790,5557031212,contacto@hotelmariacristina.com.mx,www.hotelmariacristina.com.mx,fijo,2010-07,6304145,721111,31.0,,6500.0,9,15,1,7,19.43124139,-99.16315832
hotel marin sa,hotel marin sa,hoteles sin otros servicios integrados,6 a 10 personas,calle,maestro antonio caso,calle,parque via,calle,velazquez de leon,calle,francisco diaz covarrubias,,,,,colonia,san rafael,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0678,,,,fijo,2010-07,6259239,721112,177.0,,6470.0,9,15,1,18,19.43568705,-99.16695201
hotel marina,,hoteles sin otros servicios integrados,0 a 5 personas,calle,gonzalez bocanegra,calle,peralvillo,calle,comonfort,calle,matamoros,,,,,colonia,morelos,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0540,,,,fijo,2010-07,6325008,721112,100.0,,6200.0,9,15,1,15,19.44604408,-99.13303765
hotel marlowe,hotelera marlowe sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calle,independencia,calle,revillagigedo,calle,luis moya,avenida,juarez,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0748,5555219540,marlowe@prodigy.net.mx,www.hotelmarlowe.com.mx,fijo,2010-07,6257036,721111,17.0,,6050.0,9,15,1,12,19.4330258,-99.14223803
hotel marlyn,,hoteles sin otros servicios integrados,0 a 5 personas,eje vial,central (lazaro cardenas),eje vial,doctor ruiz,calle,doctor lavista,calle,doctor barragan,,,,,colonia,doctores,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1036,,,,fijo,2010-07,6325039,721112,47.0,,6720.0,9,15,1,24,19.42400037,-99.14285622
hotel marques,millora sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,cayetano andrade,avenida,morelos,calle,amador salazar,calzada,ninguno,,,,,colonia,santa martha acatitla,,,,ciudad de mexico,iztapalapa,iztapalapa,0854,5557326310,hotel.marques@live.com.mx,,fijo,2010-07,6313927,721111,51.0,,9510.0,9,7,1,9,19.36402372,-99.00636873
hotel marquis reforma,promociones rio plata sa de cv,hoteles con otros servicios integrados,101 a 250 personas,avenida,paseo de la reforma,calle,rio elba,calle,rio de la plata,calle,rio atoyac,,hotel marquis reforma,piso 1,sn,colonia,cuauhtemoc,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0930,5552291200,,www.marquisreforma.com,fijo,2010-07,6304147,721111,465.0,,6500.0,9,15,1,12,19.42455813,-99.173823
hotel marriott reforma,operadora turistica zr sa de cv,hoteles con otros servicios integrados,101 a 250 personas,avenida,paseo de la reforma,calle,copenhague,calle,genova,calle,hamburgo,,,,,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0803,5511027030,hmr.jzendejas@grupodiestra.com,,fijo,2010-07,6318410,721111,276.0,,6600.0,9,15,1,15,19.42804382,-99.16438031
hotel marriott reforma,servicios turisticos zr sa de cv,hoteles con otros servicios integrados,251 y mas personas,calle,copenhague,avenida,paseo de la reforma,calle,hamburgo,calle,genova,,,,,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0803,5511027030,hmr.jzendejas@grupodiestra.com,,fijo,2019-04,6877533,721111,19.0,,6600.0,9,15,1,15,19.42741218,-99.16384982
hotel marti,hotel marti sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,agrarismo,calle,mutualismo,calle,cerrada sindicalismo,calle,agrarismo,,63,hotel,,colonia,escandon,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,1226,5553492792,gorgedelap@gmail.com,,fijo,2010-07,6325373,721111,63.0,,11800.0,9,16,1,1,19.40124624,-99.17258209
hotel maxwell,hotel maxwell sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,eje vial,2 oriente (calzada de la viga),eje vial,ignacio lopez rayon,calle,mina,calle,canal de othenco,,,,,colonia,san pedro,,,,ciudad de mexico,iztacalco,iztacalco,0397,,,,fijo,2014-12,707048,721112,753.0,,8230.0,9,6,1,3,19.39320598,-99.12291293
hotel mazatlan,,hoteles sin otros servicios integrados,6 a 10 personas,calle,tizapan,calle,nezahualcoyotl,calle,tizapan,peatonal,lazaro cardenas,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0964,,,,fijo,2010-07,6325273,721112,29.0,,6080.0,9,15,1,15,19.42519938,-99.14059854
hotel mazoy,hotel mazoy sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,mina,calle,buenavista,calle,juan aldama,avenida,puente de alvarado,,,,,colonia,buenavista,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,049a,,,,fijo,2010-07,6325426,721112,220.0,,6350.0,9,15,1,13,19.44056788,-99.15196338
hotel mediterraneo,hotel mediterraneo s de rl,hoteles sin otros servicios integrados,6 a 10 personas,calle,mar mediterraneo,calle,mar caribe,calle,mar baffin,calzada,mexico tacuba,,,,,colonia,tacuba,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0054,,,,fijo,2010-07,6325830,721112,97.0,,11410.0,9,16,1,2,19.45874,-99.18266
hotel metropol,compania hotelera el aguila sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,luis moya,calle,articulo 123,calle,victoria,calle,revillagigedo,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0748,5510850830,reservciones@hotmail.metropol.com.mx,www.hotelmetropolo.com.mx,fijo,2010-07,6304605,721111,39.0,,6050.0,9,15,1,8,19.43283601,-99.14518042
hotel mexicali,hotelera san antonio sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calzada,san antonio abad,eje vial,3 sur (jose peon contreras),calle,juan hernandez y davalos,calle,marcelino davalos,,,,,colonia,algarin,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1498,5555195900,,www.hotelmexicali.com,fijo,2010-07,6325270,721111,285.0,,6880.0,9,15,1,28,19.40766017,-99.13603338
hotel mexico nuevo,,hoteles sin otros servicios integrados,0 a 5 personas,calle,margil,calle,emiliano zapata,calle,republica de guatemala,calle,san marcos,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0786,,,,fijo,2010-07,6325425,721112,12.0,,6010.0,9,15,1,9,19.43356514,-99.12601135
hotel miguel angel,casmania sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,doctor valenzuela,avenida,arcos de belen,avenida,doctor rio de la loza,peatonal,central (lazaro cardenas),,,,,colonia,doctores,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0875,015555783022,lucreciarebe@hotmail.com,,fijo,2010-07,6305104,721111,8.0,,6720.0,9,15,1,28,19.42646532,-99.14292486
hotel milan,hotel milan sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,alvaro obregon,calle,cordoba,calle,orizaba,calle,chihuahua,,,,,colonia,roma norte,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1110,5555840222,hotelmilan94@hotmail.com,www.hotelmilan.com.mx,fijo,2010-07,6256903,721111,94.0,,6700.0,9,15,1,23,19.41822079,-99.15893898
hotel mina,hotel mina sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,salgado,calle,mina,calle,orozco y berra,calle,zaragoza,,,,,colonia,buenavista,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0610,,,,fijo,2010-07,6259195,721112,18.0,,6350.0,9,15,1,16,19.4398831,-99.14930808
hotel minero napoleon,sindicato nacional de trabajadores mineros metalurgicos siderurgicos y similares de la republica mexicana,hoteles con otros servicios integrados,0 a 5 personas,calle,monte alban,eje vial,4 sur (xola),calle,la morena,avenida,doctor jose maria vertiz,,,,,colonia,narvarte,,,,ciudad de mexico,benito juarez,benito juarez,0083,5555195690,sindicatominero_contabildad@hotmail.com,www.sindicatominero.org.mx,fijo,2016-01,6725774,721111,71.0,,13020.0,9,14,1,11,19.39683946,-99.15024043
hotel mino sa de cv,hotel mino sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,zaragoza,calle,orozco y berra,calle,puente de alvarado,avenida,1 poniente (guerrero),,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0714,,,,fijo,2010-07,6325238,721112,25.0,,6300.0,9,15,1,20,19.43898356,-99.15029922
hotel miramar,arrendadora de inmuebles miramar sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,calzada de tlalpan,avenida,pirineos,eje vial,8 sur (popocatepetl),calle,miramar,,,,,colonia,miravalle,,,,ciudad de mexico,benito juarez,benito juarez,1024,,,,fijo,2010-07,6324402,721112,1550.0,,3590.0,9,14,1,20,19.36131418,-99.14273852
hotel mirasol,,hoteles sin otros servicios integrados,0 a 5 personas,calle,zarco,calle,degollado,calle,camelia,calle,heroes,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,056a,,,,fijo,2010-07,6325248,721112,142.0,,6300.0,9,15,1,8,19.44595257,-99.14497069
hotel mision de los angeles oficina,operadora de hoteles de antequera sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,varsovia,calle,londres,calle,hamburgo,eje vial,praga,,,piso 2,,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,095a,,,,fijo,2010-07,6257050,721111,45.0,,6600.0,9,15,1,19,19.42427507,-99.16783983
hotel mision macen,inmobiliaria macen sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,prolongacion division del norte,calle,privada del bosque,privada,primera prolongacion division del norte,autopista,bosque de los ciruelos,,macen,planta baja,,colonia,san lorenzo la cebada,,,,ciudad de mexico,xochimilco,xochimilco,1065,555590790000000,facturas.inmobiliaria.macen@gmail.com,,fijo,2010-07,6259090,721111,4931.0,,16018.0,9,13,1,42,19.28053749,-99.12392257
hotel moctezuma,inmuebles amoa sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,moctezuma,calle,heroes,calle,zarco,calle,magnolia,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,056a,,,,fijo,2010-07,6259168,721112,138.0,,6300.0,9,15,1,11,19.44392825,-99.14561522
hotel moctezuma la villa,hotel moctezuma la villa sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,moctezuma,calle,hidalgo,calle,aquiles serdan,avenida,nezahualcoyotl,,,,,colonia,aragon la villa,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1434,,,,fijo,2012-06,6306983,721112,21.0,,7000.0,9,5,1,13,19.48040438,-99.11731848
